repository_file,field_category,matched_text,context,line_estimate,source_status,canonical_field,authority,track_name,meeting_date,notes
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,IRRIGATION_24H,Irrigation 24,"istorical Comparison; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Profile/Track Pattern Analysis, not Track Bias.  ## Historical comparison",16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,IRRIGATION_7D,Irrigation 7d,"son; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Profile/Track Pattern Analysis, not Track Bias.  ## Historical comparison Context = current",16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,IRRIGATION_GENERAL,Irrigation,"istorical Comparison; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Profile/Track Pattern Analysis, not Track Bias.  ## Historical comparis",16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,RAINFALL_24H,Rain 24h,"k Pattern Analysis; Historical Comparison; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Profile/Track Pattern Analysis, not Track Bias.",16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,PENETROMETER,Penetrometer,l curated map; Track Details; Track Pattern Analysis; Historical Comparison; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Profile/Track Patt,16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,GOING_STICK,Going Stick,on; Rail + full curated map; Track Details; Track Pattern Analysis; Historical Comparison; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Pro,16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,TRACK_MANAGER_COMMENT,Track Manager,"; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes. Use Track Profile/Track Pattern Analysis, not Track Bias.  ## Historical comparison Context = current rating + rail.",16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\EDGEIQ_ENGINEERING_SPEC_RECOVERY\EDGEIQ_ENGINEERING_SPEC_RECOVERY\WORKSPACES\BETA-006_TRACK.md,UPDATED_TIME,Inspection Time,yout Track Condition; Rail + full curated map; Track Details; Track Pattern Analysis; Historical Comparison; Track Notes; operational rail.  ## Condition fields `Official Rating | Inspection Time | Going Stick | Penetrometer Average | Moisture | Rain 24h | Rain 7d | Irrigation 24h | Irrigation 7d | Track Manager`  ## Details `Track Type | Surface | Circumference | Straight` Exclude track record and class record.  ## Pattern analysis Governed plain racing language for lane/settling outcomes.,16,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,TRACK_CONDITION,Track condition,tion density is preferred over oversized graphics.  ---  # 3. USER GOALS  The analyst should immediately know  • Which meetings are available  • Which meetings are metropolitan  • Track conditions  • Rail positions  • Weather  • Number of races  • First race  • Last race  • Status  • Which meeting requires attention  within one screen.  ---  # 4. WORKSPACE LAYOUT  ----------------------------------------------------  HEADER  ----------------------------------------------------  DAY SELECTOR,53,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,RAIL_CURRENT,Rail position,erred over oversized graphics.  ---  # 3. USER GOALS  The analyst should immediately know  • Which meetings are available  • Which meetings are metropolitan  • Track conditions  • Rail positions  • Weather  • Number of races  • First race  • Last race  • Status  • Which meeting requires attention  within one screen.  ---  # 4. WORKSPACE LAYOUT  ----------------------------------------------------  HEADER  ----------------------------------------------------  DAY SELECTOR  TODAY  TOMORROW,55,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,IRRIGATION_GENERAL,Irrigation,Updated  No intelligence appears here.  Official operational information only.  ---  # 18. TRACK CONDITIONS  Displays  Track Rating  Rail Position  Penetrometer (when available)  Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Track Manager Notes (future)  Official values only.  ---  # 19. WEATHER SUMMARY  Displays  Temperature  Wind  Humidity  Rainfall  Cloud Cover  Conditions  Sunrise  Sunset  No radar.  No forecast confidence.  No estimated values.  Unavailable remains unavailable.,733,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,RAINFALL_24H,Rainfall 24,intelligence appears here.  Official operational information only.  ---  # 18. TRACK CONDITIONS  Displays  Track Rating  Rail Position  Penetrometer (when available)  Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Track Manager Notes (future)  Official values only.  ---  # 19. WEATHER SUMMARY  Displays  Temperature  Wind  Humidity  Rainfall  Cloud Cover  Conditions  Sunrise  Sunset  No radar.  No forecast confidence.  No estimated values.  Unavailable remains unavailable.  ---  # 20.,735,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,RAINFALL_7D,Rainfall 7 D,rs here.  Official operational information only.  ---  # 18. TRACK CONDITIONS  Displays  Track Rating  Rail Position  Penetrometer (when available)  Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Track Manager Notes (future)  Official values only.  ---  # 19. WEATHER SUMMARY  Displays  Temperature  Wind  Humidity  Rainfall  Cloud Cover  Conditions  Sunrise  Sunset  No radar.  No forecast confidence.  No estimated values.  Unavailable remains unavailable.  ---  # 20. OPERATIONAL ALERTS,737,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,PENETROMETER,Penetrometer,ace Count  Meeting Status  Last Updated  No intelligence appears here.  Official operational information only.  ---  # 18. TRACK CONDITIONS  Displays  Track Rating  Rail Position  Penetrometer (when available)  Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Track Manager Notes (future)  Official values only.  ---  # 19. WEATHER SUMMARY  Displays  Temperature  Wind  Humidity  Rainfall  Cloud Cover  Conditions  Sunrise  Sunset  No radar.  No forecast confidence.  No estimated values.  Una,731,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,TRACK_MANAGER_COMMENT,Track Manager,l operational information only.  ---  # 18. TRACK CONDITIONS  Displays  Track Rating  Rail Position  Penetrometer (when available)  Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Track Manager Notes (future)  Official values only.  ---  # 19. WEATHER SUMMARY  Displays  Temperature  Wind  Humidity  Rainfall  Cloud Cover  Conditions  Sunrise  Sunset  No radar.  No forecast confidence.  No estimated values.  Unavailable remains unavailable.  ---  # 20. OPERATIONAL ALERTS  Displays only fact,739,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,UPDATED_TIME,Last Updated,↓  Operational Alerts  ↓  Data Status  This order is fixed.  ---  # 17. MEETING SUMMARY  Displays  Track  State  Meeting Type  First Race  Last Race  Race Count  Meeting Status  Last Updated  No intelligence appears here.  Official operational information only.  ---  # 18. TRACK CONDITIONS  Displays  Track Rating  Rail Position  Penetrometer (when available)  Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Track Manager Notes (future)  Official values only.  ---  # 19. WEATHER SUMMARY,715,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-003_MEETINGS.md,MEETING_STATUS,Meeting Status,Border Radius  8px  Border  1px solid #E5E8EE  Background  FFFFFF  ---  ## Locked Column Specification  TRACK  Width  220px  Alignment  Left  Displays  Track Name  Meeting Type  Meeting Status  ---  STATE  Width  70px  Centre  ---  FIRST  Width  90px  Centre  Official first race time.  ---  LAST  Width  90px  Centre  Official final race time.  ---  RACES  Width  70px  Centre  Total races scheduled.  ---  TRACK  Width  90px  Centre  Official track rating.  Examples  Good 4  Soft 6  Heavy,328,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-004_MEETING_DETAIL.md,TRACK_CONDITION,Track Rating,Current Time  Last Updated  Total Races  First Race  Last Race  Background  FFFFFF  Height  72px  Border Bottom  1px solid #E5E8EE  ---  # 6. MEETING INFORMATION STRIP  Displays  Track Rating  Rail Position  Weather  Temperature  Wind  Rainfall  Irrigation  Data Freshness  This strip remains visible regardless of the selected tab.  No intelligence is shown here.  Official operational data only.  ---  # 7. WORKSPACE TABS  Locked Order  RACES  SCRATCHINGS  GEAR CHANGES  TRACK  WEATHER  RE,129,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-004_MEETING_DETAIL.md,RAIL_CURRENT,Rail Position,Last Updated  Total Races  First Race  Last Race  Background  FFFFFF  Height  72px  Border Bottom  1px solid #E5E8EE  ---  # 6. MEETING INFORMATION STRIP  Displays  Track Rating  Rail Position  Weather  Temperature  Wind  Rainfall  Irrigation  Data Freshness  This strip remains visible regardless of the selected tab.  No intelligence is shown here.  Official operational data only.  ---  # 7. WORKSPACE TABS  Locked Order  RACES  SCRATCHINGS  GEAR CHANGES  TRACK  WEATHER  RESULTS  No addit,131,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-004_MEETING_DETAIL.md,IRRIGATION_GENERAL,Irrigation,ckground  FFFFFF  Height  72px  Border Bottom  1px solid #E5E8EE  ---  # 6. MEETING INFORMATION STRIP  Displays  Track Rating  Rail Position  Weather  Temperature  Wind  Rainfall  Irrigation  Data Freshness  This strip remains visible regardless of the selected tab.  No intelligence is shown here.  Official operational data only.  ---  # 7. WORKSPACE TABS  Locked Order  RACES  SCRATCHINGS  GEAR CHANGES  TRACK  WEATHER  RESULTS  No additional tabs may be inserted without updating this s,141,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-004_MEETING_DETAIL.md,UPDATED_TIME,Last Updated,----------------------  The shell remains constant.  Only ACTIVE TAB CONTENT changes.  ---  # 5. HEADER  Displays  Track  Meeting Name  Meeting Date  Meeting Status  Current Time  Last Updated  Total Races  First Race  Last Race  Background  FFFFFF  Height  72px  Border Bottom  1px solid #E5E8EE  ---  # 6. MEETING INFORMATION STRIP  Displays  Track Rating  Rail Position  Weather  Temperature  Wind  Rainfall  Irrigation  Data Freshness  This strip remains visible regardless of the selecte,103,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-004_MEETING_DETAIL.md,MEETING_STATUS,Meeting status,operationally accurate.  It is not designed to replace the Race workspace.  It prepares the analyst for entering it.  ---  # 3. USER GOALS  The analyst should immediately know  • Meeting status  • Weather  • Track  • Rail  • Scratchings  • Gear Changes  • Results  • Operational changes  without leaving the workspace.  ---  # 4. WORKSPACE LAYOUT  --------------------------------------------------------  HEADER  --------------------------------------------------------  MEETING INFORMATION S,39,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-007_TRACK.md,TRACK_CONDITION,Track condition,"exists to answer:  ""How will today's track influence today's racing?""  The Track Workspace presents evidence only.  It never predicts race outcomes.  ---  # 2. PRODUCT PHILOSOPHY  Track conditions influence every race.  The Track Workspace allows the analyst to understand  • Surface  • Rail Position  • Track Rating  • Historical Bias  • Physical Layout  • Track Characteristics  without requiring external resources.  The workspace complements the Form Guide and MAP.  It never duplicates them",25,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-007_TRACK.md,RAIL_CURRENT,Rail Position,e only.  It never predicts race outcomes.  ---  # 2. PRODUCT PHILOSOPHY  Track conditions influence every race.  The Track Workspace allows the analyst to understand  • Surface  • Rail Position  • Track Rating  • Historical Bias  • Physical Layout  • Track Characteristics  without requiring external resources.  The workspace complements the Form Guide and MAP.  It never duplicates them.  ---  # 3. USER GOALS  Immediately understand  • Track Rating  • Rail Position  • Course Configuration,31,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-007_TRACK.md,IRRIGATION_GENERAL,Irrigation,------------------------------------  ---  # 5. TRACK SUMMARY  Displays  Track  ↓  Track Rating  ↓  Rail Position  ↓  Surface  ↓  Weather  ↓  Temperature  ↓  Wind  ↓  Rainfall  ↓  Irrigation  Card Height  110px  Background  FFFFFF  Border  1px solid #E5E8EE  ---  # 6. TRACK MAP  Purpose  Display the official course layout.  This is informational.  It is NOT a speed map.  Displays  Course  Start Positions  Winning Post  Rail Position  Distance Markers  Home Turn  Straight  No overlays.,137,DISCOVERED_UNVERIFIED,,,,,
docs\beta-specifications\WORKSPACES\SPEC-007_TRACK.md,RAINFALL_24H,Rainfall 24,percentages.  No confidence scores.  No recommendations.  ---  # 11. TRACK INFORMATION  Displays  Current Track Rating  Current Rail Position  Current Weather  Current Irrigation  Rainfall 24 Hours  Rainfall 7 Days  Penetrometer (where available)  Official Surface Notes  Only governed data.  ---  # 12. REMOVED COMPONENTS  The following components are permanently excluded.  Track Record  Class Records  Historical Race Times  Historical Margins  These do not form part of the Beta specific,396,DISCOVERED_UNVERIFIED,,,,,
